0.0,[debug],turtlebot3,available-skills,['send_message', 'wait_message', 'approach_person', 'approach_robot', 'authenticate_person', 'deposit', 'navigation', 'pick_up'],
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=STARTED, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[info],turtlebot3,skill-life-cycle,navigation,(status=RUNNING, parameters=[[-37.0, 25.37, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
0.0,[debug],simulation closed,timeout,execution-wall-clock=900.8157298564911
