0.0,0.0,[debug],logger,init,time
ROBOTS_CONFIG=[{"avg_speed": 0.15, "battery_charge": 0.34, "battery_discharge_rate": 0.00017, "id": 0, "local_plan": null, "location": "PC Room 7", "position": [-13.5, 18.0, -1.57], "skills": ["approach_person", "approach_robot", "authenticate_person", "deposit", "navigation", "pick_up"]}, {"avg_speed": 0.15, "battery_charge": 0.26, "battery_discharge_rate": 0.00015000000000000001, "id": 1, "local_plan": null, "location": "IC Room 4", "position": [-39.44, 33.95, 0.0], "skills": ["approach_person", "approach_robot", "authenticate_person", "deposit", "navigation", "operate_drawer", "pick_up"]}, {"avg_speed": 0.15, "battery_charge": 0.45, "battery_discharge_rate": 0.0001, "id": 2, "local_plan": [["navigation", ["IC Room 2", [[-40.23, 25.37, 0.0], [-37.0, 25.37], [-37.0, 21.5], [-38.0, 21.5, 0.0]]]], ["approach_person", ["nurse"]], ["authenticate_person", ["nurse"]], ["operate_drawer", ["open"]], ["send_message", ["nurse"]], ["wait_message", ["r1"]], ["operate_drawer", ["close"]], ["navigation", ["Laboratory", [[-38.0, 21.5, 0.0], [-37.0, 21.5], [-37.0, 16.0], [-26.0, 16.0], [-26.0, 13.0, 1.57]]]], ["approach_robot", ["lab_arm"]], ["operate_drawer", ["open"]], ["send_message", ["lab_arm"]], ["wait_message", ["r1"]], ["operate_drawer", ["close"]]], "location": "IC Room 3", "position": [-40.23, 25.37, 0.0], "skills": ["approach_person", "approach_robot", "authenticate_person", "deposit", "navigation", "operate_drawer", "pick_up"]}, {"avg_speed": 0.15, "battery_charge": 0.43, "battery_discharge_rate": 0.00013000000000000002, "id": 3, "local_plan": null, "location": "IC Room 5", "position": [-32.88, 33.98, 3.14], "skills": ["approach_person", "approach_robot", "authenticate_person", "deposit", "navigation", "operate_drawer", "pick_up"]}, {"avg_speed": 0.15, "battery_charge": 0.16, "battery_discharge_rate": 0.00012000000000000002, "id": 4, "local_plan": null, "location": "PC Room 5", "position": [-21.0, 18.0, -1.57], "skills": ["approach_person", "approach_robot", "authenticate_person", "deposit", "navigation", "operate_drawer", "pick_up"]}]
NURSES_CONFIG=[{"location": "IC Room 2", "position": [-39.0, 20.5, 0.0]}]
logger,1626526510586767196,Simulation open
0.0,[debug],logger,init,subcribing to in the topic /log
1.28333330154,[debug],turtlebot5,move-base-info,Move_base is up and ok....,
1.65000009537,[debug],turtlebot1,move-base-info,Move_base is up and ok....,
2.0,[debug],turtlebot2,move-base-info,Move_base is up and ok....,
2.03333330154,[debug],turtlebot3,move-base-info,Move_base is up and ok....,
2.08333325386,[debug],turtlebot4,move-base-info,Move_base is up and ok....,
22.2666666508,[debug],turtlebot1,simulation,robot-pose,x=-13.50;y=18.00;yaw=-1.50
