0.0,0.0,[debug],logger,init,time
ROBOTS_CONFIG=[{"avg_speed": 0.15, "battery_charge": 0.59, "battery_discharge_rate": 0.00017, "id": 0, "local_plan": null, "location": "PC Room 7", "position": [-13.5, 18.0, -1.57], "skills": ["approach_person", "approach_robot", "authenticate_person", "deposit", "navigation", "pick_up"]}, {"avg_speed": 0.15, "battery_charge": 0.22, "battery_discharge_rate": 0.00018, "id": 1, "local_plan": null, "location": "IC Room 4", "position": [-39.44, 33.95, 0.0], "skills": ["approach_person", "approach_robot", "authenticate_person", "deposit", "navigation", "operate_drawer", "pick_up"]}, {"avg_speed": 0.15, "battery_charge": 0.73, "battery_discharge_rate": 0.00012000000000000002, "id": 2, "local_plan": [["navigation", ["IC Room 2", [[-39.44, 33.95, 0.0], [-37.0, 33.95], [-37.0, 21.5], [-38.0, 21.5, 0.0]]]], ["approach_person", ["nurse"]], ["authenticate_person", ["nurse"]], ["operate_drawer", ["open"]], ["send_message", ["nurse"]], ["wait_message", ["r1"]], ["operate_drawer", ["close"]], ["navigation", ["Laboratory", [[-38.0, 21.5, 0.0], [-37.0, 21.5], [-37.0, 16.0], [-26.0, 16.0], [-26.0, 13.0, 1.57]]]], ["approach_robot", ["lab_arm"]], ["operate_drawer", ["open"]], ["send_message", ["lab_arm"]], ["wait_message", ["r1"]], ["operate_drawer", ["close"]]], "location": "IC Room 3", "position": [-40.23, 25.37, 0.0], "skills": ["approach_person", "approach_robot", "authenticate_person", "deposit", "navigation", "operate_drawer", "pick_up"]}, {"avg_speed": 0.15, "battery_charge": 0.72, "battery_discharge_rate": 0.00011, "id": 3, "local_plan": null, "location": "IC Room 5", "position": [-32.88, 33.98, 3.14], "skills": ["approach_person", "approach_robot", "authenticate_person", "deposit", "navigation", "pick_up"]}, {"avg_speed": 0.15, "battery_charge": 0.35000000000000003, "battery_discharge_rate": 0.00015000000000000001, "id": 4, "local_plan": null, "location": "PC Room 5", "position": [-21.0, 18.0, -1.57], "skills": ["approach_person", "approach_robot", "authenticate_person", "deposit", "navigation", "operate_drawer", "pick_up"]}]
NURSES_CONFIG=[{"location": "IC Room 2", "position": [-39.0, 20.5, 0.0]}]
logger,1626058845564945459,Simulation open
0.0,[debug],logger,init,subcribing to in the topic /log
1.40000009537,[info],turtlebot3,skill-life-cycle,init_robobt,(status=RUNNING, parameters=[])
1.93333339691,[debug],turtlebot1,move-base-info,Move_base is up and ok....,
1.93333339691,[debug],turtlebot4,move-base-info,Move_base is up and ok....,
2.01666665077,[debug],turtlebot5,move-base-info,Move_base is up and ok....,
2.18333339691,[debug],turtlebot2,move-base-info,Move_base is up and ok....,
2.23333334923,[debug],turtlebot1,move-base-info,Move_base is up and ok....,
2.23333334923,[debug],turtlebot4,move-base-info,Move_base is up and ok....,
2.23333334923,[debug],turtlebot5,move-base-info,Move_base is up and ok....,
2.23333334923,[debug],turtlebot3,move-base-info,Move_base is up and ok....,
2.28333330154,[debug],turtlebot2,move-base-info,Move_base is up and ok....,
2.31666660309,[debug],turtlebot3,move-base-info,Move_base is up and ok....,
2.3666665554,[info],turtlebot5,skill-life-cycle,init_robobt,(status=RUNNING, parameters=[])
5.6166665554,[debug],turtlebot3,available-skills,['send_message', 'wait_message', 'approach_person', 'approach_robot', 'authenticate_person', 'deposit', 'navigation', 'operate_drawer', 'pick_up'],
5.6166665554,[info],turtlebot3,skill-life-cycle,navigation,(status=STARTED, parameters=[[-37.0, 33.95, -1.5707963267948966, True], [-37.0, 21.5, 3.141592653589793, True], [-38.0, 21.5, 0.0, False]])
29.1833333969,[debug],turtlebot1,simulation,robot-pose,x=-13.50;y=18.00;yaw=-1.50
29.1833333969,[debug],turtlebot1,simulation,robot-pose,x=-13.50;y=18.00;yaw=-1.50
30.8833334446,[debug],turtlebot2,simulation,robot-pose,x=-39.51;y=33.84;yaw=0.46
30.8833334446,[debug],turtlebot2,simulation,robot-pose,x=-39.51;y=33.84;yaw=0.46
30.9666666985,[debug],turtlebot3,simulation,robot-pose,x=-39.18;y=23.78;yaw=-0.78
30.9666666985,[debug],turtlebot3,simulation,robot-pose,x=-39.18;y=23.78;yaw=-0.78
31.1500000954,[debug],turtlebot4,simulation,robot-pose,x=-32.89;y=33.97;yaw=-3.10
